count,question,answer
11499,What are the career batting statistics of Aisha Mohamed?,
11500,What are the career batting statistics of Aisha Mohamed?,
11501,What are the career batting statistics of Aisha Mohamed?,
11502,What are the career batting statistics of Aisha Mohamed?,
11503,What are the career batting statistics of Aisha Mohamed?,
11504,What are the career batting statistics of Aisha Mohamed?,
11505,What are the career batting statistics of Aisha Mohamed?,
11506,What are the career batting statistics of Aisha Mohamed?,
11507,What are the career batting statistics of Aisha Mohamed?,
11508,What are the career batting statistics of Aisha Mohamed?,
11509,What are the career batting statistics of Aisha Mohamed?,
11510,What are the career batting statistics of Aisha Mohamed?,
11511,What are the career batting statistics of Aisha Mohamed?,
11512,What are the career batting statistics of Aisha Mohamed?,
11513,What are the career batting statistics of Aisha Mohamed?,
11514,What are the career batting statistics of Aisha Mohamed?,
11515,What are the career batting statistics of Aisha Mohamed?,
11516,What are the career batting statistics of Aisha Mohamed?,
11517,What are the career batting statistics of Aisha Mohamed?,
11518,What are the career batting statistics of Aisha Mohamed?,
11519,What are the career batting statistics of Aisha Mohamed?,
11520,What are the career batting statistics of Aisha Mohamed?,
11521,What are the career batting statistics of Aisha Mohamed?,
11522,What are the career batting statistics of Aisha Mohamed?,
11523,What are the career batting statistics of Aisha Mohamed?,
11524,What are the career batting statistics of Aisha Mohamed?,
11525,What are the career batting statistics of Aisha Mohamed?,
11526,What are the career batting statistics of Aisha Mohamed?,
11527,What are the career batting statistics of Aisha Mohamed?,
11528,What are the career batting statistics of Aisha Mohamed?,
11529,What are the career batting statistics of Aisha Mohamed?,
11530,What are the career batting statistics of Aisha Mohamed?,
11531,What are the career batting statistics of Aisha Mohamed?,
11532,What are the career batting statistics of Aisha Mohamed?,
11533,What are the career batting statistics of Aisha Mohamed?,
11534,What are the career batting statistics of Aisha Mohamed?,
11535,What are the career batting statistics of Aisha Mohamed?,
11536,What are the career batting statistics of Aisha Mohamed?,
11537,What are the career batting statistics of Aisha Mohamed?,
11538,What are the career batting statistics of Aisha Mohamed?,
11539,What are the career batting statistics of Aisha Mohamed?,
11540,What are the career batting statistics of Aisha Mohamed?,
11541,What are the career batting statistics of Aisha Mohamed?,
11542,What are the career batting statistics of Aisha Mohamed?,
11543,What are the career batting statistics of Aisha Mohamed?,
11544,What are the career batting statistics of Aisha Mohamed?,
11545,What are the career batting statistics of Aisha Mohamed?,
11546,What are the career batting statistics of Aisha Mohamed?,
11547,What are the career batting statistics of Aisha Mohamed?,
11548,What are the career batting statistics of Aisha Mohamed?,
11549,What are the career batting statistics of Aisha Mohamed?,
11550,What are the career batting statistics of Aisha Mohamed?,
11551,What are the career batting statistics of Aisha Mohamed?,
11552,What are the career batting statistics of Aisha Mohamed?,
11553,What are the career batting statistics of Aisha Mohamed?,
11554,What are the career batting statistics of Aisha Mohamed?,
11555,What are the career batting statistics of Aisha Mohamed?,
11556,What are the career batting statistics of Aisha Mohamed?,
11557,What are the career batting statistics of Aisha Mohamed?,
11558,What are the career batting statistics of Aisha Mohamed?,
11559,What are the career batting statistics of Aisha Mohamed?,
11560,What are the career batting statistics of Aisha Mohamed?,
11561,What are the career batting statistics of Aisha Mohamed?,
11562,What are the career batting statistics of Aisha Mohamed?,
11563,What are the career batting statistics of Aisha Mohamed?,
11564,What are the career batting statistics of Aisha Mohamed?,
11565,What are the career batting statistics of Aisha Mohamed?,
11566,What are the career batting statistics of Aisha Mohamed?,
11567,What are the career batting statistics of Aisha Mohamed?,
11568,What are the career batting statistics of Aisha Mohamed?,
11569,What are the career batting statistics of Aisha Mohamed?,
11570,What are the career batting statistics of Aisha Mohamed?,
11571,What are the career batting statistics of Aisha Mohamed?,
11572,What are the career batting statistics of Aisha Mohamed?,
11573,What are the career batting statistics of Aisha Mohamed?,
11574,What are the career batting statistics of Aisha Mohamed?,
11575,What are the career batting statistics of Aisha Mohamed?,
11576,What are the career batting statistics of Aisha Mohamed?,
11577,What are the career batting statistics of Aisha Mohamed?,
11578,What are the career batting statistics of Aisha Mohamed?,
11579,What are the career batting statistics of Aisha Mohamed?,
11580,What are the career batting statistics of Aisha Mohamed?,
11581,What are the career batting statistics of Aisha Mohamed?,
11582,What are the career batting statistics of Aisha Mohamed?,
11583,What are the career batting statistics of Aisha Mohamed?,
11584,What are the career batting statistics of Aisha Mohamed?,
11585,What are the career batting statistics of Aisha Mohamed?,
11586,What are the career batting statistics of Aisha Mohamed?,
11587,What are the career batting statistics of Aisha Mohamed?,
11588,What are the career batting statistics of Aisha Mohamed?,
11589,What are the career batting statistics of Aisha Mohamed?,
11590,What are the career batting statistics of Aisha Mohamed?,
11591,What are the career batting statistics of Aisha Mohamed?,
11592,What are the career batting statistics of Aisha Mohamed?,
11593,What are the career batting statistics of Aisha Mohamed?,
11594,What are the career batting statistics of Aisha Mohamed?,
11595,What are the career batting statistics of Aisha Mohamed?,
11596,What are the career batting statistics of Aisha Mohamed?,
11597,What are the career batting statistics of Aisha Mohamed?,
11598,What are the career batting statistics of Aisha Mohamed?,
11599,What are the career batting statistics of Aisha Mohamed?,
11600,What are the career batting statistics of Aisha Mohamed?,
11601,What are the career batting statistics of Aisha Mohamed?,
11602,What are the career batting statistics of Aisha Mohamed?,
11603,What are the career batting statistics of Aisha Mohamed?,
11604,What are the career batting statistics of Aisha Mohamed?,
11605,What are the career batting statistics of Aisha Mohamed?,
11606,What are the career batting statistics of Aisha Mohamed?,
11607,What are the career batting statistics of Aisha Mohamed?,
11608,What are the career batting statistics of Aisha Mohamed?,
11609,What are the career batting statistics of Aisha Mohamed?,
11610,What are the career batting statistics of Aisha Mohamed?,
11611,What are the career batting statistics of Aisha Mohamed?,
11612,What are the career batting statistics of Aisha Mohamed?,
11613,What are the career batting statistics of Aisha Mohamed?,
11614,What are the career batting statistics of Aisha Mohamed?,
11615,What are the career batting statistics of Aisha Mohamed?,
11616,What are the career batting statistics of Aisha Mohamed?,
11617,What are the career batting statistics of Aisha Mohamed?,
11618,What are the career batting statistics of Aisha Mohamed?,
11619,What are the career batting statistics of Aisha Mohamed?,
11620,What are the career batting statistics of Aisha Mohamed?,
11621,What are the career batting statistics of Aisha Mohamed?,
11622,What are the career batting statistics of Aisha Mohamed?,
11623,What are the career batting statistics of Aisha Mohamed?,
11624,What are the career batting statistics of Aisha Mohamed?,
11625,What are the career batting statistics of Aisha Mohamed?,
11626,What are the career batting statistics of Aisha Mohamed?,
11627,What are the career batting statistics of Aisha Mohamed?,
11628,What are the career batting statistics of Aisha Mohamed?,
11629,What are the career batting statistics of Aisha Mohamed?,
11630,What are the career batting statistics of Aisha Mohamed?,
11631,What are the career batting statistics of Aisha Mohamed?,
11632,What are the career batting statistics of Aisha Mohamed?,
11633,What are the career batting statistics of Aisha Mohamed?,
11634,What are the career batting statistics of Aisha Mohamed?,
11635,What are the career batting statistics of Aisha Mohamed?,
11636,What are the career batting statistics of Aisha Mohamed?,
11637,What are the career batting statistics of Aisha Mohamed?,
11638,What are the career batting statistics of Aisha Mohamed?,
11639,What are the career batting statistics of Aisha Mohamed?,
11640,What are the career batting statistics of Aisha Mohamed?,
11641,What are the career batting statistics of Aisha Mohamed?,
11642,What are the career batting statistics of Aisha Mohamed?,
11643,What are the career batting statistics of Aisha Mohamed?,
